date,store_id,product_id,demand,category,region,price,discount,weather,holiday,season,inventory,sold,ordered,competitor_price
2022-09-28,S005,P0015,40.27,Toys,North,88.78,10.0,Sunny,0,Spring,83,30,33,90.18
2022-09-29,S005,P0015,212.91,Toys,North,43.61,15.0,Sunny,0,Winter,272,212,133,41.05
2022-09-30,S005,P0015,189.27,Furniture,West,80.31,10.0,Rainy,0,Autumn,474,181,191,79.62
2022-10-01,S005,P0015,164.73,Toys,West,37.26,20.0,Rainy,1,Winter,197,155,88,41.36
2022-10-02,S005,P0015,33.21,Clothing,North,50.6,20.0,Cloudy,1,Summer,91,42,34,52.73
2022-10-03,S005,P0015,331.46,Electronics,East,69.81,20.0,Cloudy,0,Autumn,488,326,152,74.35
2022-10-04,S005,P0015,39.77,Clothing,East,20.36,15.0,Snowy,0,Autumn,96,45,194,18.84
2022-10-05,S005,P0015,388.52,Toys,West,39.82,10.0,Snowy,0,Summer,494,392,73,40.94
2022-10-06,S005,P0015,208.86,Furniture,South,48.02,10.0,Rainy,1,Spring,243,213,90,52.14
2022-10-07,S005,P0015,201.88,Clothing,South,76.83,20.0,Sunny,0,Winter,265,185,42,77.65
2022-10-08,S005,P0015,41.2,Electronics,East,29.52,0.0,Cloudy,0,Summer,140,26,65,29.44
2022-10-09,S005,P0015,78.15,Clothing,West,22.35,15.0,Cloudy,1,Winter,149,85,195,25.53
2022-10-10,S005,P0015,82.5,Clothing,West,72.45,0.0,Sunny,0,Spring,151,65,178,70.82
2022-10-11,S005,P0015,116.82,Groceries,West,86.0,5.0,Sunny,1,Winter,186,117,47,85.21
2022-10-12,S005,P0015,4.66,Toys,South,63.96,5.0,Sunny,0,Winter,332,4,146,67.18
2022-10-13,S005,P0015,93.67,Furniture,South,91.53,0.0,Snowy,1,Winter,88,86,111,93.04
2022-10-14,S005,P0015,5.05,Electronics,South,97.66,20.0,Cloudy,0,Spring,152,9,34,102.65
2022-10-15,S005,P0015,320.11,Clothing,South,87.09,0.0,Snowy,0,Summer,497,326,80,83.65
2022-10-16,S005,P0015,217.88,Groceries,East,24.12,5.0,Snowy,1,Spring,381,200,80,19.51
2022-10-17,S005,P0015,60.7,Electronics,West,81.85,20.0,Cloudy,0,Spring,171,68,126,82.21
2022-10-18,S005,P0015,159.89,Electronics,West,50.32,0.0,Rainy,0,Summer,269,146,37,45.93
2022-10-19,S005,P0015,244.56,Toys,North,75.69,0.0,Rainy,1,Winter,250,246,33,79.58
2022-10-20,S005,P0015,77.35,Toys,West,39.66,20.0,Sunny,1,Winter,431,61,192,39.87
2022-10-21,S005,P0015,156.2,Furniture,South,96.81,15.0,Sunny,0,Autumn,458,144,20,95.33
2022-10-22,S005,P0015,176.66,Groceries,North,24.59,5.0,Snowy,1,Spring,232,178,108,27.19
2022-10-23,S005,P0015,260.69,Groceries,South,69.17,0.0,Snowy,0,Autumn,380,258,104,67.37
2022-10-24,S005,P0015,61.52,Furniture,East,62.09,10.0,Rainy,1,Summer,70,47,124,58.62
2022-10-25,S005,P0015,255.43,Groceries,East,26.7,10.0,Snowy,1,Winter,430,243,143,30.19
2022-10-26,S005,P0015,76.16,Groceries,West,88.57,10.0,Sunny,0,Winter,180,63,182,91.99
2022-10-27,S005,P0015,432.35,Electronics,West,35.73,0.0,Cloudy,0,Spring,480,442,157,31.93
2022-10-28,S005,P0015,59.45,Electronics,West,99.16,15.0,Sunny,0,Summer,281,44,139,95.47
2022-10-29,S005,P0015,43.5,Groceries,East,56.73,0.0,Rainy,0,Spring,87,28,196,60.33
2022-10-30,S005,P0015,303.11,Clothing,West,53.47,0.0,Rainy,0,Winter,458,306,47,57.68
2022-10-31,S005,P0015,128.67,Toys,East,23.05,0.0,Snowy,1,Autumn,199,115,187,18.94
2022-11-01,S005,P0015,63.26,Electronics,East,25.7,15.0,Rainy,1,Spring,134,72,140,28.78
2022-11-02,S005,P0015,133.63,Clothing,East,21.43,15.0,Rainy,1,Spring,153,118,89,23.26
2022-11-03,S005,P0015,354.19,Furniture,North,17.7,20.0,Snowy,0,Winter,494,346,84,14.23
2022-11-04,S005,P0015,19.81,Clothing,North,96.45,5.0,Sunny,0,Summer,56,5,125,99.18
2022-11-05,S005,P0015,73.43,Groceries,East,73.1,15.0,Cloudy,1,Winter,369,72,182,72.49
2022-11-06,S005,P0015,212.13,Electronics,East,97.48,15.0,Rainy,0,Spring,277,210,130,101.09
2022-11-07,S005,P0015,125.36,Groceries,West,19.85,5.0,Cloudy,0,Spring,298,114,63,22.6
2022-11-08,S005,P0015,47.65,Toys,North,96.34,15.0,Sunny,1,Winter,477,50,23,93.97
2022-11-09,S005,P0015,398.62,Toys,East,33.03,5.0,Rainy,1,Winter,436,395,33,32.8
2022-11-10,S005,P0015,117.7,Groceries,West,81.12,5.0,Rainy,0,Summer,193,105,20,81.64
2022-11-11,S005,P0015,47.83,Electronics,West,52.97,0.0,Sunny,0,Summer,282,56,55,51.94
2022-11-12,S005,P0015,114.41,Toys,South,76.35,0.0,Cloudy,0,Spring,282,107,80,77.67
2022-11-13,S005,P0015,87.08,Furniture,South,31.2,15.0,Sunny,0,Spring,143,69,200,32.39
2022-11-14,S005,P0015,145.68,Groceries,South,16.61,5.0,Sunny,1,Winter,264,127,98,13.69
2022-11-15,S005,P0015,60.68,Furniture,West,11.87,0.0,Rainy,1,Summer,134,60,193,15.38
2022-11-16,S005,P0015,423.78,Groceries,East,68.92,0.0,Cloudy,0,Winter,423,412,100,64.52
2022-11-17,S005,P0015,239.51,Groceries,South,65.86,15.0,Rainy,0,Autumn,439,238,199,66.07
2022-11-18,S005,P0015,20.07,Electronics,South,82.09,0.0,Cloudy,0,Spring,67,24,187,84.59
2022-11-19,S005,P0015,319.58,Furniture,North,47.18,15.0,Rainy,1,Spring,408,328,163,44.79
2022-11-20,S005,P0015,177.73,Clothing,North,71.63,0.0,Cloudy,1,Summer,298,164,155,69.69
2022-11-21,S005,P0015,177.25,Furniture,East,84.63,20.0,Snowy,0,Summer,238,181,80,79.73
2022-11-22,S005,P0015,31.32,Furniture,South,38.72,20.0,Sunny,0,Spring,102,30,81,42.78
2022-11-23,S005,P0015,65.02,Toys,South,77.79,10.0,Sunny,0,Autumn,79,69,58,74.68
2022-11-24,S005,P0015,355.78,Toys,East,80.84,20.0,Cloudy,1,Summer,378,361,179,81.75
2022-11-25,S005,P0015,258.79,Electronics,West,39.87,5.0,Rainy,0,Autumn,312,245,58,42.16
2022-11-26,S005,P0015,196.54,Electronics,North,13.93,20.0,Cloudy,1,Autumn,408,205,28,10.19
2022-11-27,S005,P0015,30.45,Electronics,West,70.55,0.0,Cloudy,1,Summer,69,37,22,67.07
2022-11-28,S005,P0015,171.28,Electronics,East,49.14,0.0,Sunny,1,Winter,194,158,32,49.72
2022-11-29,S005,P0015,282.89,Groceries,North,30.81,10.0,Rainy,0,Summer,314,280,105,25.92
2022-11-30,S005,P0015,142.43,Clothing,East,27.16,10.0,Sunny,1,Winter,187,141,84,30.03
2022-12-01,S005,P0015,251.96,Electronics,East,49.05,0.0,Rainy,1,Autumn,299,249,44,49.66
2022-12-02,S005,P0015,26.82,Clothing,West,98.66,15.0,Sunny,0,Spring,145,20,58,96.44
2022-12-03,S005,P0015,25.27,Furniture,West,93.74,5.0,Sunny,1,Winter,68,20,188,98.03
2022-12-04,S005,P0015,93.0,Groceries,West,98.11,20.0,Snowy,1,Summer,268,100,109,95.3
2022-12-05,S005,P0015,211.82,Toys,South,23.66,15.0,Sunny,0,Winter,217,196,186,21.98
2022-12-06,S005,P0015,166.75,Groceries,East,90.19,15.0,Sunny,1,Autumn,362,150,69,92.15
2022-12-07,S005,P0015,47.12,Toys,East,81.02,20.0,Snowy,1,Winter,174,47,63,76.85
2022-12-08,S005,P0015,65.15,Groceries,East,37.51,10.0,Sunny,0,Summer,132,73,138,36.39
2022-12-09,S005,P0015,18.4,Groceries,North,69.97,10.0,Snowy,0,Autumn,200,5,63,70.19
2022-12-10,S005,P0015,51.95,Clothing,West,16.44,10.0,Cloudy,1,Summer,155,38,24,16.71
2022-12-11,S005,P0015,325.11,Electronics,North,40.16,20.0,Sunny,1,Winter,481,325,35,39.68
2022-12-12,S005,P0015,277.67,Furniture,North,95.51,15.0,Rainy,0,Spring,360,284,92,98.66
2022-12-13,S005,P0015,138.41,Electronics,South,47.85,5.0,Cloudy,1,Winter,350,123,80,46.48
2022-12-14,S005,P0015,196.2,Groceries,South,25.57,0.0,Sunny,0,Winter,363,185,92,21.07
2022-12-15,S005,P0015,37.18,Clothing,South,51.32,10.0,Cloudy,1,Spring,186,21,86,52.3
2022-12-16,S005,P0015,51.05,Electronics,South,21.22,0.0,Rainy,1,Spring,140,51,34,23.73
2022-12-17,S005,P0015,264.13,Furniture,North,93.28,5.0,Sunny,0,Autumn,362,261,152,92.95
2022-12-18,S005,P0015,238.01,Furniture,West,12.82,5.0,Snowy,1,Summer,236,232,29,12.23
2022-12-19,S005,P0015,125.55,Clothing,North,39.36,15.0,Snowy,0,Spring,199,119,60,42.31
2022-12-20,S005,P0015,304.34,Toys,South,54.38,15.0,Cloudy,0,Autumn,314,292,52,53.17
2022-12-21,S005,P0015,98.74,Electronics,West,13.04,5.0,Cloudy,0,Spring,175,89,177,11.72
2022-12-22,S005,P0015,98.83,Toys,North,61.76,10.0,Rainy,0,Winter,112,88,39,58.98
2022-12-23,S005,P0015,372.07,Electronics,North,78.97,20.0,Sunny,1,Summer,474,362,40,75.79
2022-12-24,S005,P0015,63.14,Clothing,West,87.08,0.0,Cloudy,0,Summer,64,47,104,89.58
2022-12-25,S005,P0015,48.65,Groceries,North,28.1,10.0,Cloudy,0,Winter,154,47,58,31.74
2022-12-26,S005,P0015,105.02,Clothing,East,68.95,20.0,Rainy,1,Spring,486,97,147,70.18
2022-12-27,S005,P0015,54.4,Groceries,West,59.82,15.0,Rainy,0,Winter,175,49,143,64.82
2022-12-28,S005,P0015,254.79,Furniture,East,74.69,10.0,Sunny,0,Spring,327,242,63,72.25
2022-12-29,S005,P0015,355.95,Toys,South,73.62,0.0,Snowy,1,Summer,452,361,180,78.12
2022-12-30,S005,P0015,92.83,Electronics,East,65.53,5.0,Snowy,1,Summer,118,101,101,65.2
2022-12-31,S005,P0015,122.25,Furniture,North,76.75,5.0,Cloudy,0,Summer,183,109,74,74.11
2023-01-01,S005,P0015,103.62,Groceries,West,11.0,20.0,Cloudy,1,Spring,201,105,85,11.55
2023-01-02,S005,P0015,95.69,Clothing,East,71.99,15.0,Sunny,0,Summer,123,99,42,71.65
2023-01-03,S005,P0015,90.52,Groceries,North,64.68,15.0,Cloudy,1,Summer,237,71,172,64.14
2023-01-04,S005,P0015,406.85,Furniture,West,30.3,10.0,Rainy,0,Spring,406,394,151,29.86
2023-01-05,S005,P0015,93.46,Toys,South,55.16,10.0,Sunny,0,Autumn,209,86,88,50.47
2023-01-06,S005,P0015,266.9,Furniture,West,26.03,15.0,Snowy,0,Autumn,404,271,26,22.43
2023-01-07,S005,P0015,335.45,Clothing,East,76.55,5.0,Rainy,1,Spring,482,322,187,80.22
2023-01-08,S005,P0015,37.31,Clothing,West,24.68,0.0,Cloudy,0,Spring,244,40,31,21.34
2023-01-09,S005,P0015,374.98,Electronics,West,67.21,20.0,Rainy,0,Autumn,433,359,162,63.05
2023-01-10,S005,P0015,107.86,Toys,North,73.67,5.0,Rainy,0,Summer,129,102,63,71.51
2023-01-11,S005,P0015,26.2,Clothing,West,93.6,10.0,Sunny,1,Winter,141,36,62,96.97
2023-01-12,S005,P0015,12.83,Clothing,North,46.35,20.0,Cloudy,0,Summer,80,20,33,46.17
2023-01-13,S005,P0015,109.99,Toys,North,22.78,20.0,Rainy,0,Winter,164,109,66,26.92
2023-01-14,S005,P0015,252.43,Electronics,North,58.0,0.0,Snowy,1,Spring,247,243,26,55.06
2023-01-15,S005,P0015,293.13,Toys,South,87.67,5.0,Snowy,0,Spring,367,278,67,90.28
2023-01-16,S005,P0015,9.95,Toys,North,17.97,5.0,Rainy,1,Winter,84,16,114,20.83
2023-01-17,S005,P0015,25.63,Clothing,North,20.75,5.0,Cloudy,0,Spring,134,22,112,24.55
2023-01-18,S005,P0015,42.13,Clothing,South,75.28,0.0,Cloudy,1,Spring,85,38,51,75.4
2023-01-19,S005,P0015,104.76,Electronics,South,96.99,5.0,Cloudy,0,Winter,354,88,169,92.39
2023-01-20,S005,P0015,230.07,Furniture,East,46.11,10.0,Cloudy,0,Summer,360,223,49,45.27
2023-01-21,S005,P0015,31.43,Clothing,North,86.81,5.0,Sunny,1,Autumn,79,30,92,90.11
2023-01-22,S005,P0015,446.82,Clothing,North,37.1,5.0,Snowy,0,Spring,443,431,105,33.9
2023-01-23,S005,P0015,188.24,Clothing,South,54.32,20.0,Sunny,1,Winter,492,181,76,52.31
2023-01-24,S005,P0015,360.89,Toys,South,67.5,5.0,Sunny,1,Winter,448,370,122,71.44
2023-01-25,S005,P0015,208.56,Groceries,West,19.2,0.0,Snowy,0,Spring,199,194,163,18.44
2023-01-26,S005,P0015,68.44,Electronics,West,15.85,15.0,Rainy,0,Autumn,135,59,154,14.59
2023-01-27,S005,P0015,207.65,Groceries,West,46.52,20.0,Rainy,0,Summer,322,201,47,45.96
2023-01-28,S005,P0015,276.93,Toys,North,98.97,15.0,Cloudy,1,Summer,449,272,46,95.58
2023-01-29,S005,P0015,86.77,Furniture,East,50.33,20.0,Sunny,0,Autumn,206,84,90,51.56
2023-01-30,S005,P0015,364.66,Furniture,South,59.95,5.0,Rainy,0,Summer,434,353,139,61.96
2023-01-31,S005,P0015,238.05,Furniture,South,86.54,20.0,Cloudy,1,Autumn,240,225,128,87.38
2023-02-01,S005,P0015,36.8,Clothing,North,17.87,15.0,Rainy,0,Autumn,206,35,119,22.43
2023-02-02,S005,P0015,252.87,Groceries,South,52.94,5.0,Snowy,0,Summer,477,250,59,54.19
2023-02-03,S005,P0015,215.63,Groceries,South,24.98,0.0,Cloudy,1,Winter,457,204,75,29.37
2023-02-04,S005,P0015,8.22,Groceries,South,34.0,15.0,Snowy,0,Winter,107,5,40,35.99
2023-02-05,S005,P0015,146.34,Clothing,South,62.05,5.0,Cloudy,1,Winter,267,140,66,60.03
2023-02-06,S005,P0015,260.92,Furniture,West,49.64,20.0,Cloudy,0,Winter,403,259,106,49.56
2023-02-07,S005,P0015,168.79,Toys,East,65.73,20.0,Snowy,0,Winter,223,162,197,63.01
2023-02-08,S005,P0015,28.12,Clothing,West,14.71,15.0,Rainy,1,Winter,95,29,23,19.03
2023-02-09,S005,P0015,97.29,Clothing,North,61.77,15.0,Snowy,1,Autumn,172,83,81,59.38
2023-02-10,S005,P0015,61.74,Electronics,South,77.77,10.0,Rainy,1,Winter,368,48,90,76.58
2023-02-11,S005,P0015,17.81,Furniture,South,87.06,10.0,Cloudy,1,Summer,401,0,124,82.46
2023-02-12,S005,P0015,17.17,Electronics,South,57.62,20.0,Snowy,1,Winter,215,16,162,53.94
2023-02-13,S005,P0015,30.48,Furniture,West,42.6,5.0,Cloudy,0,Spring,100,28,122,41.75
2023-02-14,S005,P0015,297.59,Groceries,West,16.8,15.0,Rainy,0,Winter,493,300,104,15.74
2023-02-15,S005,P0015,53.62,Clothing,East,14.27,15.0,Sunny,1,Summer,276,43,196,18.65
2023-02-16,S005,P0015,23.71,Clothing,South,15.12,20.0,Snowy,0,Autumn,60,22,75,18.59
2023-02-17,S005,P0015,17.2,Furniture,East,43.34,20.0,Sunny,1,Autumn,453,26,112,44.15
2023-02-18,S005,P0015,69.1,Electronics,West,63.4,10.0,Rainy,1,Summer,383,69,82,60.48
2023-02-19,S005,P0015,101.65,Clothing,North,44.86,15.0,Rainy,1,Summer,132,104,173,45.62
2023-02-20,S005,P0015,212.38,Furniture,South,70.29,15.0,Snowy,1,Autumn,281,213,152,72.51
2023-02-21,S005,P0015,57.94,Clothing,West,30.98,0.0,Rainy,1,Summer,73,61,31,27.7
2023-02-22,S005,P0015,307.36,Groceries,West,48.11,0.0,Sunny,1,Autumn,410,314,197,53.1
2023-02-23,S005,P0015,180.74,Toys,South,13.21,10.0,Sunny,1,Autumn,272,165,156,11.62
2023-02-24,S005,P0015,161.11,Groceries,East,96.27,10.0,Snowy,1,Autumn,237,171,123,99.55
2023-02-25,S005,P0015,73.73,Groceries,West,14.25,20.0,Sunny,1,Spring,89,83,63,15.16
2023-02-26,S005,P0015,202.09,Electronics,East,80.98,10.0,Cloudy,1,Spring,284,202,145,83.99
2023-02-27,S005,P0015,205.13,Toys,South,99.61,5.0,Snowy,0,Winter,485,194,42,95.86
2023-02-28,S005,P0015,224.78,Furniture,North,42.02,10.0,Sunny,0,Spring,492,213,192,43.87
2023-03-01,S005,P0015,91.88,Toys,South,99.1,15.0,Rainy,0,Spring,252,88,77,100.55
2023-03-02,S005,P0015,441.24,Toys,West,24.68,0.0,Cloudy,1,Summer,434,423,140,27.87
2023-03-03,S005,P0015,45.5,Furniture,South,95.49,10.0,Rainy,0,Summer,109,46,75,93.05
2023-03-04,S005,P0015,190.1,Clothing,West,82.68,5.0,Rainy,0,Winter,471,181,130,83.38
2023-03-05,S005,P0015,271.99,Clothing,North,77.68,20.0,Snowy,0,Winter,325,281,29,76.1
2023-03-06,S005,P0015,103.02,Groceries,East,66.61,10.0,Snowy,1,Winter,127,85,109,64.42
2023-03-07,S005,P0015,80.12,Electronics,South,47.66,10.0,Snowy,0,Autumn,277,84,155,46.7
2023-03-08,S005,P0015,210.76,Electronics,North,48.11,20.0,Snowy,0,Spring,330,211,36,50.59
2023-03-09,S005,P0015,351.18,Furniture,South,83.57,0.0,Sunny,0,Spring,380,345,168,79.85
2023-03-10,S005,P0015,246.12,Clothing,West,36.41,15.0,Rainy,0,Autumn,291,230,102,34.39
2023-03-11,S005,P0015,84.79,Clothing,North,22.32,0.0,Snowy,0,Summer,417,93,165,21.22
2023-03-12,S005,P0015,282.64,Electronics,West,41.73,15.0,Sunny,0,Spring,325,269,72,44.06
2023-03-13,S005,P0015,25.48,Electronics,North,61.97,10.0,Snowy,1,Autumn,184,11,198,62.43
2023-03-14,S005,P0015,347.74,Groceries,South,65.97,15.0,Rainy,0,Winter,424,335,75,61.26
2023-03-15,S005,P0015,352.64,Furniture,North,34.09,20.0,Snowy,1,Spring,397,346,96,35.78
2023-03-16,S005,P0015,-4.47,Electronics,East,48.76,5.0,Snowy,1,Summer,477,1,87,48.55
2023-03-17,S005,P0015,5.77,Groceries,North,79.12,10.0,Sunny,0,Spring,109,5,51,82.29
2023-03-18,S005,P0015,367.16,Clothing,North,21.48,15.0,Cloudy,1,Winter,487,361,156,22.12
2023-03-19,S005,P0015,52.76,Furniture,South,43.66,10.0,Snowy,0,Summer,447,33,67,48.51
2023-03-20,S005,P0015,316.56,Groceries,South,84.07,20.0,Sunny,1,Summer,402,300,129,89.01
2023-03-21,S005,P0015,44.49,Furniture,South,86.23,5.0,Snowy,1,Winter,58,35,167,89.48
2023-03-22,S005,P0015,169.74,Furniture,South,29.58,20.0,Cloudy,1,Winter,213,178,155,26.47
2023-03-23,S005,P0015,15.71,Groceries,North,93.93,20.0,Rainy,0,Autumn,51,1,25,94.71
2023-03-24,S005,P0015,200.75,Groceries,South,83.32,10.0,Rainy,1,Autumn,476,189,146,78.95
2023-03-25,S005,P0015,324.55,Clothing,North,63.14,5.0,Sunny,0,Winter,388,313,27,63.08
2023-03-26,S005,P0015,192.33,Groceries,West,51.34,15.0,Rainy,0,Summer,339,196,31,50.49
2023-03-27,S005,P0015,83.39,Furniture,North,47.91,5.0,Snowy,1,Summer,126,81,119,47.84
2023-03-28,S005,P0015,248.1,Toys,West,72.48,15.0,Sunny,1,Autumn,485,247,117,76.18
2023-03-29,S005,P0015,223.35,Clothing,South,65.18,10.0,Cloudy,1,Spring,371,229,121,65.89
2023-03-30,S005,P0015,102.44,Electronics,North,31.53,5.0,Snowy,0,Summer,127,85,180,32.37
2023-03-31,S005,P0015,32.53,Groceries,North,47.91,10.0,Sunny,0,Summer,84,37,39,51.52
2023-04-01,S005,P0015,245.9,Electronics,West,17.98,20.0,Sunny,0,Summer,271,239,191,21.61
2023-04-02,S005,P0015,376.39,Clothing,South,15.7,15.0,Rainy,0,Autumn,416,360,34,12.55
2023-04-03,S005,P0015,80.17,Electronics,South,45.59,10.0,Rainy,1,Summer,247,64,168,46.43
2023-04-04,S005,P0015,111.82,Toys,North,70.74,20.0,Sunny,0,Winter,306,120,48,67.49
2023-04-05,S005,P0015,67.09,Toys,North,98.51,15.0,Snowy,0,Spring,123,56,59,102.74
2023-04-06,S005,P0015,84.83,Electronics,South,60.23,20.0,Cloudy,0,Autumn,312,88,151,62.98
2023-04-07,S005,P0015,333.58,Furniture,South,49.58,10.0,Snowy,1,Spring,481,319,53,51.63
2023-04-08,S005,P0015,313.61,Groceries,North,51.76,20.0,Sunny,0,Summer,430,299,155,55.13
2023-04-09,S005,P0015,166.79,Toys,South,79.65,20.0,Sunny,0,Autumn,196,154,32,75.9
2023-04-10,S005,P0015,101.27,Toys,North,94.39,10.0,Snowy,1,Spring,169,104,34,98.77
2023-04-11,S005,P0015,62.68,Clothing,North,39.73,5.0,Sunny,1,Summer,160,56,75,35.76
2023-04-12,S005,P0015,298.67,Furniture,North,71.29,20.0,Cloudy,0,Winter,345,290,110,73.77
2023-04-13,S005,P0015,212.7,Clothing,North,32.37,20.0,Snowy,0,Summer,220,217,180,31.43
2023-04-14,S005,P0015,38.14,Groceries,North,92.65,10.0,Sunny,1,Spring,181,44,60,97.06
2023-04-15,S005,P0015,264.65,Furniture,South,66.58,20.0,Sunny,1,Autumn,311,265,39,68.99
2023-04-16,S005,P0015,93.95,Clothing,North,39.89,10.0,Rainy,0,Autumn,415,86,171,40.48
2023-04-17,S005,P0015,-4.16,Furniture,East,89.01,20.0,Sunny,0,Autumn,361,1,105,91.74
2023-04-18,S005,P0015,198.88,Clothing,South,65.49,20.0,Rainy,0,Autumn,442,194,107,68.13
2023-04-19,S005,P0015,109.54,Toys,East,25.6,5.0,Sunny,0,Spring,462,100,115,24.44
2023-04-20,S005,P0015,20.38,Electronics,South,57.07,20.0,Rainy,1,Spring,299,7,167,52.19
2023-04-21,S005,P0015,36.31,Groceries,North,87.69,15.0,Rainy,0,Winter,209,25,87,83.57
2023-04-22,S005,P0015,87.57,Clothing,East,84.97,5.0,Rainy,0,Summer,169,87,199,88.89
2023-04-23,S005,P0015,195.87,Toys,West,50.83,10.0,Sunny,1,Summer,228,197,174,48.45
2023-04-24,S005,P0015,369.04,Toys,South,50.89,10.0,Snowy,1,Autumn,492,350,100,49.52
2023-04-25,S005,P0015,226.3,Electronics,West,82.72,0.0,Snowy,1,Winter,343,227,65,85.87
2023-04-26,S005,P0015,117.43,Furniture,North,91.87,20.0,Cloudy,1,Autumn,148,98,31,90.13
2023-04-27,S005,P0015,62.47,Clothing,South,37.21,20.0,Cloudy,0,Summer,56,54,184,32.94
2023-04-28,S005,P0015,82.53,Electronics,North,34.38,0.0,Snowy,1,Autumn,177,64,161,32.09
2023-04-29,S005,P0015,70.44,Furniture,West,64.51,10.0,Snowy,0,Spring,69,62,20,63.22
2023-04-30,S005,P0015,227.12,Clothing,North,64.45,10.0,Rainy,1,Autumn,470,214,38,61.92
2023-05-01,S005,P0015,142.76,Groceries,South,35.25,20.0,Rainy,1,Autumn,245,131,85,34.3
2023-05-02,S005,P0015,66.95,Clothing,North,80.84,15.0,Sunny,0,Summer,451,59,126,80.99
2023-05-03,S005,P0015,250.63,Groceries,West,67.14,10.0,Rainy,1,Spring,380,256,166,70.1
2023-05-04,S005,P0015,97.35,Toys,East,39.54,10.0,Snowy,0,Autumn,99,80,127,38.94
2023-05-05,S005,P0015,232.45,Groceries,South,27.63,10.0,Snowy,0,Spring,233,232,40,27.62
2023-05-06,S005,P0015,114.29,Toys,South,58.26,10.0,Rainy,0,Spring,215,100,175,61.08
2023-05-07,S005,P0015,12.45,Groceries,South,70.3,15.0,Snowy,1,Spring,489,2,170,71.99
2023-05-08,S005,P0015,155.45,Furniture,South,50.68,15.0,Cloudy,1,Spring,180,163,23,49.48
2023-05-09,S005,P0015,122.52,Clothing,East,87.53,15.0,Sunny,0,Spring,336,106,80,84.93
2023-05-10,S005,P0015,317.45,Toys,North,15.26,0.0,Rainy,1,Summer,482,323,46,16.89
2023-05-11,S005,P0015,88.81,Groceries,East,70.16,20.0,Snowy,0,Winter,119,71,56,65.83
2023-05-12,S005,P0015,41.37,Clothing,East,51.72,15.0,Rainy,1,Summer,235,25,172,53.49
2023-05-13,S005,P0015,31.04,Electronics,West,98.22,5.0,Snowy,1,Summer,72,13,109,97.56
2023-05-14,S005,P0015,323.99,Groceries,North,32.26,15.0,Snowy,1,Autumn,351,306,25,31.62
2023-05-15,S005,P0015,50.87,Groceries,North,20.04,15.0,Cloudy,0,Autumn,308,53,64,17.82
2023-05-16,S005,P0015,90.33,Toys,South,10.47,20.0,Snowy,0,Summer,274,86,193,13.53
2023-05-17,S005,P0015,41.4,Clothing,West,91.36,15.0,Rainy,0,Autumn,314,22,85,92.28
2023-05-18,S005,P0015,411.56,Electronics,West,82.18,20.0,Snowy,0,Autumn,413,392,80,81.13
2023-05-19,S005,P0015,83.44,Toys,North,41.93,5.0,Rainy,0,Summer,152,83,40,39.41
2023-05-20,S005,P0015,348.27,Clothing,North,20.5,10.0,Snowy,0,Spring,465,343,169,21.55
2023-05-21,S005,P0015,35.6,Clothing,South,64.0,0.0,Sunny,0,Winter,417,27,130,65.91
2023-05-22,S005,P0015,90.25,Furniture,East,27.17,0.0,Cloudy,0,Summer,194,98,36,28.13
2023-05-23,S005,P0015,25.75,Toys,East,82.53,20.0,Rainy,0,Autumn,90,9,64,85.75
2023-05-24,S005,P0015,250.38,Groceries,South,20.73,20.0,Snowy,1,Spring,460,240,59,25.29
2023-05-25,S005,P0015,61.96,Clothing,South,55.05,0.0,Sunny,1,Autumn,60,54,98,53.82
2023-05-26,S005,P0015,105.93,Groceries,North,64.25,0.0,Cloudy,1,Spring,443,110,21,68.12
2023-05-27,S005,P0015,345.39,Electronics,South,50.39,5.0,Cloudy,0,Summer,447,353,20,52.4
2023-05-28,S005,P0015,147.36,Electronics,North,94.79,15.0,Cloudy,1,Spring,220,150,80,95.47
2023-05-29,S005,P0015,243.31,Electronics,South,35.99,15.0,Sunny,0,Winter,451,235,25,37.06
2023-05-30,S005,P0015,48.53,Toys,North,38.28,20.0,Snowy,1,Autumn,98,44,156,36.89
2023-05-31,S005,P0015,-4.97,Toys,East,72.29,20.0,Sunny,1,Autumn,74,1,36,75.84
2023-06-01,S005,P0015,46.09,Groceries,North,79.48,20.0,Sunny,1,Summer,330,31,94,79.53
2023-06-02,S005,P0015,-0.7,Electronics,West,18.42,10.0,Sunny,0,Winter,107,0,187,16.68
2023-06-03,S005,P0015,13.35,Electronics,South,20.12,15.0,Sunny,1,Autumn,69,14,44,22.69
2023-06-04,S005,P0015,339.07,Toys,North,43.15,5.0,Sunny,1,Summer,440,343,142,45.56
2023-06-05,S005,P0015,6.69,Toys,South,57.58,20.0,Sunny,0,Winter,159,0,85,60.65
2023-06-06,S005,P0015,98.9,Clothing,West,30.48,5.0,Cloudy,0,Autumn,145,84,55,29.44
2023-06-07,S005,P0015,27.15,Electronics,West,47.99,15.0,Sunny,0,Summer,100,30,128,49.78
2023-06-08,S005,P0015,59.48,Toys,North,58.42,15.0,Sunny,0,Summer,346,42,52,63.15
2023-06-09,S005,P0015,48.82,Electronics,North,45.7,10.0,Sunny,1,Summer,134,35,54,41.0
2023-06-10,S005,P0015,49.85,Clothing,East,96.52,10.0,Sunny,1,Autumn,314,49,193,98.43
2023-06-11,S005,P0015,43.33,Electronics,South,28.0,20.0,Sunny,1,Winter,84,42,79,29.67
